순번,영화명,감독,제작사,수입사,배급사,개봉일,영화형태,국적,전국 매출액,전국 관객수,장르,등급,영화구분
1108,무영검,김영준,(주)태원엔터테인먼트,,CJ ENM,2005-11-18,장편,한국,0,609852,액션,12세관람가,일반영화
1109,서부전선,천성일,(주)하리마오픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2015-09-24,장편,한국,4751661400,609063,전쟁,12세이상관람가,일반영화
1110,그린 존,폴 그린그래스,유니버셜 픽쳐스,(주)월드시네마,(주)싸이더스,2010-03-25,장편,미국,4534073117,606841,드라마,15세이상관람가,일반영화
1111,헝거게임: 판엠의 불꽃,게리 로스,라이온스 게이트 필름즈,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-04-05,장편,미국,4470681000,606531,액션,15세이상관람가,일반영화
1112,왓치맨,잭 스나이더,파라마운트 픽쳐스 워너 브러더스 픽쳐스,CJ ENM,CJ ENM,2009-03-05,장편,미국,4175166338,606317,액션,청소년관람불가,일반영화
1113,이층의 악당,손재곤,(유)이층의 악당 문화산업전문회사,,(주)싸이더스,2010-11-24,장편,한국,4332815318,605224,코미디,15세이상관람가,일반영화
1114,피에타,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2012-09-06,장편,한국,4354008500,602967,드라마,청소년관람불가,독립/예술영화
1115,역전의 명수,박흥식,(주)태원엔터테인먼트 (주)시네마서비스,,(주)시네마서비스,2005-04-15,장편,한국,0,602078,코미디,15세관람가,일반영화
1116,미스터 주: 사라진 VIP,김태윤,리양필름(주),,메가박스중앙(주)플러스엠 (주)리틀빅픽쳐스,2020-01-22,장편,한국,5057108660,601675,코미디,12세이상관람가,일반영화
1117,그루지,시미즈 다카시,고스트하우스픽처스,(주)아이비젼 엔터테인먼트,(주)튜브엔터테인먼트,2005-05-26,장편,일본,0,601342,공포(호러),15세관람가,일반영화
1118,페이첵,오우삼,,파라마운트,CJ ENM,2004-01-22,장편,미국,0,600067,액션,15세관람가,일반영화
1119,다이노소어 어드벤처 3D,베리 쿡 닐 나이팅게일,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-12-19,장편,미국,4860516500,599963,액션,전체관람가,일반영화
1120,반가운 살인자,김동욱,(주)영화사소풍,,롯데쇼핑㈜롯데엔터테인먼트,2010-04-08,장편,한국,4347073175,599176,코미디,15세이상관람가,일반영화
1121,우는 남자,이정범,다이스필름(주),,(주)씨제이이엔엠,2014-06-04,장편,한국,4883740800,599050,액션,청소년관람불가,일반영화
1122,콜롬비아나,올리비에 메가턴,,데이지엔터테인먼트,(주)시너지하우스 (시너지) 롯데쇼핑㈜롯데엔터테인먼트,2011-08-31,장편,미국,4514940000,598373,액션,15세이상관람가,일반영화
1123,일루셔니스트,닐 버거,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2007-03-08,장편,미국,0,597174,드라마,15세이상관람가,일반영화
1124,타잔 3D,라인하드 클루스,,우성엔터테인먼트,(주)싸이더스,2014-01-09,장편,독일,4452845000,597142,애니메이션,전체관람가,일반영화
1125,데스노트 : 라스트 네임,카네코 슈스케,,(주)엔케이컨텐츠 거원시네마(주),(주)엔케이컨텐츠 롯데쇼핑㈜롯데엔터테인먼트,2007-01-10,장편,일본,0,596484,범죄,12세이상관람가,일반영화
1126,용의주도 미스신,박용집,(주)로드픽쳐스 (주)싸이더스,,(주)싸이더스,2007-12-18,장편,한국,0,595872,멜로/로맨스,15세이상관람가,일반영화
1127,레터스 투 줄리엣,게리 위닉,서미트 엔터티인먼트,유니코리아문예투자(주),(주)넥스트엔터테인먼트월드(NEW),2010-10-06,장편,미국,4343347481,593630,멜로/로맨스,12세이상관람가,일반영화
1128,애정결핍이 두 남자에게 미치는 영향,김성훈,투모로우엔터테인먼트 아이러브시네마,,롯데쇼핑㈜롯데엔터테인먼트,2006-11-16,장편,한국,0,593277,코미디,15세이상관람가,일반영화
1129,황제를 위하여,박상준,오퍼스픽쳐스(유),,유나이티드픽처스(주),2014-06-11,장편,한국,4751881771,592041,액션,청소년관람불가,일반영화
1130,맨 온 렛지,애스게르 레스,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-02-22,장편,미국,4393531500,591841,범죄,15세이상관람가,일반영화
1131,패션왕,오기환,주식회사 와이랩 (주)노마드필름,,(주)넥스트엔터테인먼트월드(NEW),2014-11-06,장편,한국,4338223379,591125,코미디,15세이상관람가,일반영화
1132,그것: 두 번째 이야기,안드레스 무시에티,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-09-04,장편,미국,5107465367,591043,스릴러,15세이상관람가,일반영화
1133,뜨거운 것이 좋아,권칠인,(주)시네마서비스,,(주)시네마서비스,2008-01-17,장편,한국,3790235833,590409,드라마,15세이상관람가,일반영화
1134,47 미터,요하네스 로버츠,,(주)무빙픽쳐스컴퍼니,(주)키다리이엔티,2017-07-19,장편,영국,4686022657,590036,스릴러,15세이상관람가,일반영화
1135,극장판 헬로카봇 : 달나라를 구해줘!,최신규 김진철,(주)초이락컨텐츠팩토리,,롯데컬처웍스(주)롯데엔터테인먼트,2019-09-04,장편,한국,4553434150,587818,애니메이션,전체관람가,일반영화
1136,더 울프 오브 월스트리트,마틴 스코세이지,,주식회사 더쿱,주식회사 우리네트웍스,2014-01-09,장편,미국,4490682000,585082,범죄,청소년관람불가,일반영화
1137,해피 피트,조지 밀러 주디 모리스,빌리지 로드쇼 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2006-12-21,장편,미국,0,584900,애니메이션,전체관람가,일반영화
1138,바디 오브 라이즈,리들리 스콧,,워너브러더스 코리아(주),워너브러더스 코리아(주),2008-10-23,장편,미국,3811488333,584861,스릴러,15세이상관람가,일반영화
1139,치킨리틀,마크 딘달,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아,2006-01-26,장편,미국,0,584706,애니메이션,전체관람가,일반영화
1140,디스터비아,D.J. 카루소,드림웍스 SKG 파라마운트 픽쳐스,CJ ENM,CJ ENM,2007-08-30,장편,미국,0,583993,스릴러,12세이상관람가,일반영화
1141,퀴즈왕,장진,소란플레이먼트(주),,(주)시네마서비스,2010-09-16,장편,한국,4258992759,583183,코미디,15세이상관람가,일반영화
1142,마법사의 제자,존 터틀타웁,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07-21,장편,미국,4132049517,582698,드라마,전체관람가,일반영화
1143,다크 섀도우,팀 버튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-05-10,장편,미국,4326459000,582126,드라마,15세이상관람가,일반영화
1144,고고 70,최호,(주)보경사,,(주)쇼박스,2008-10-03,장편,한국,3795149333,581468,드라마,15세이상관람가,일반영화
1145,어린왕자,마크 오스본,,와이즈앤와이드엔터테인먼트(주),씨네그루(주)다우기술,2015-12-23,장편,프랑스,4336252627,579130,애니메이션,전체관람가,독립/예술영화
1146,인시디어스: 두번째 집,제임스 완,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-12-05,장편,미국,4001207000,577758,공포(호러),15세이상관람가,일반영화
1147,백설공주,타셈 싱,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-05-03,장편,미국,4038223000,576150,판타지,전체관람가,일반영화
1148,극장판 헬로카봇: 옴파로스 섬의 비밀,최신규 김진철,(주)초이락컨텐츠팩토리,,(주)넥스트엔터테인먼트월드(NEW),2019-01-31,장편,한국,4485905140,575353,애니메이션,전체관람가,일반영화
1149,인비저블맨,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2020-02-26,장편,미국,5015895060,575043,공포(호러),15세이상관람가,일반영화
1150,채피,닐 블롬캠프,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-03-12,장편,미국,4620348654,573657,액션,15세이상관람가,일반영화
1151,섀도우 헌터스: 뼈의 도시,해럴드 즈워트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-09-12,장편,미국,4034176500,571074,판타지,15세이상관람가,일반영화
1152,열혈남아,이정범,(주)싸이더스,,CJ ENM,2006-11-09,장편,한국,0,570059,드라마,15세관람가,일반영화
1153,루퍼,라이언 존슨,,유니코리아문예투자(주),(주)에스비에스콘텐츠허브,2012-10-11,장편,미국,4252182000,570010,SF,청소년관람불가,일반영화
1154,마스터 앤드 커맨더: 위대한 정복자,피터 위어,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2003-11-28,장편,미국,0,570000,전쟁,12세관람가,일반영화
1155,앨빈과 슈퍼밴드3,마이크 미첼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-12-15,장편,미국,3763147000,569773,애니메이션,전체관람가,일반영화
1156,화이트 하우스 다운,롤랜드 에머리히,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-06-27,장편,미국,4015707500,569500,액션,15세이상관람가,일반영화
1157,이탈리안 잡,F. 게리 그레이,,,,2003-10-02,장편,미국,0,566800,범죄,15세관람가,일반영화
1158,동갑내기 과외하기 레슨 2,지길웅 김호정,(주)프라임엔터테인먼트,,CJ ENM,2007-04-19,장편,한국,0,566498,코미디,12세이상관람가,일반영화
1159,이스케이프 룸,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-03-14,장편,미국,5007420664,563114,액션,15세이상관람가,일반영화
1160,클로버필드,맷 리브스,,CJ ENM,CJ ENM,2008-01-24,장편,미국,3730650667,562764,SF,15세이상관람가,일반영화
1161,파파,한지승,상상필름(주),,롯데쇼핑㈜롯데엔터테인먼트,2012-02-01,장편,한국,3866065500,562156,가족,12세이상관람가,일반영화
1162,다세포소녀,이재용,㈜영화세상,,롯데쇼핑㈜롯데엔터테인먼트,2006-08-10,장편,한국,0,561803,코미디,15세관람가,일반영화
1163,스텝 업: 올 인,트리시 시에,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2014-09-03,장편,미국,4313097134,560620,드라마,12세이상관람가,일반영화
1164,싱 스트리트,존 카니,,(주)이수C&E,(주)이수C&E,2016-05-19,장편,아일랜드,4488377672,560578,드라마,15세이상관람가,독립/예술영화
1165,슈퍼맨이었던 사나이,정윤철,CJ ENM,,CJ ENM,2008-01-31,장편,한국,3688309333,559705,드라마,전체관람가,일반영화
1166,레지던트 이블 5 : 최후의 심판,폴 W.S. 앤더슨,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-09-13,장편,미국,4757460500,558433,액션,청소년관람불가,일반영화
1167,레지던트 이블 3 - 인류의 멸망,러셀 멀케이,,(주)태원엔터테인먼트,㈜스튜디오이쩜영,2007-10-18,장편,프랑스,0,557851,액션,청소년관람불가,일반영화
1168,잉크하트 : 어둠의 부활,이안 소프틀리,뉴라인 시네마,(주)태원엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2009-01-29,장편,미국,3547748935,556496,어드벤처,전체관람가,일반영화
1169,인시디어스4: 라스트 키,애덤 로비텔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-31,장편,미국,4301309864,554521,공포(호러),15세이상관람가,일반영화
1170,양자물리학,이성태,(주)엠씨엠씨,,(주)메리크리스마스,2019-09-25,장편,한국,4526478380,553879,범죄,15세이상관람가,일반영화
1171,아이스 에이지: 지구 대충돌,마이크 트메이어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-07-20,장편,미국,4092484600,553760,애니메이션,전체관람가,일반영화
1172,뱅크 잡,로저 도널드슨,,(주)코랄픽쳐스,(주)싸이더스,2008-10-30,장편,영국,3578915667,553159,범죄,15세이상관람가,일반영화
1173,데어데블,마크 스티븐 존슨,,드림맥스(주),,2003-03-21,장편,미국,0,553000,액션,15세관람가,일반영화
1174,그린치,스콧 모시어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-12-19,장편,미국,4188466900,552962,애니메이션,전체관람가,일반영화
1175,역전에 산다,박용운,에이원시네마(주) 웰메이드엔터테인먼트,,(주)시네마서비스,2003-06-13,장편,한국,,552041,코미디,15세관람가,일반영화
1176,메카닉: 리크루트,데니스 간젤,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2016-08-31,장편,미국,4458200800,551897,액션,15세이상관람가,일반영화
1177,극장판 요괴워치: 탄생의 비밀이다냥!,타카하시 시게하루 우시로 신지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-07-22,장편,일본,3886775100,550728,애니메이션,전체관람가,일반영화
1178,점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)드림써치C&C,,(주)넥스트엔터테인먼트월드(NEW),2018-12-25,장편,한국,4293073300,550059,애니메이션,전체관람가,일반영화
1179,하류인생,임권택,태흥영화(주),,(주)시네마서비스,2004-05-21,장편,한국,0,550000,액션,15세관람가,독립/예술영화
1180,사랑 따윈 필요 없어,이철하,(주)싸이더스 판커뮤니케이션 씨네클릭 아시아(팬텀),,(주)쇼박스,2006-11-09,장편,한국,0,548998,멜로/로맨스,15세관람가,일반영화
1181,10일 안에 남자 친구에게 차이는 법,도날드 페트리,,UIP코리아,UIP코리아,2003-05-08,장편,미국,0,547845,멜로/로맨스,12세관람가,일반영화
1182,나쁜 녀석들: 포에버,아딜 엘 아르비 빌랄 팔라,,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2020-01-15,장편,미국,4880576760,547775,액션,청소년관람불가,일반영화
1183,어깨동무,조진규,(주)씨케이픽쳐스,,CJ ENM,2004-03-12,장편,한국,0,545735,코미디,15세관람가,일반영화
1184,가발,원신연,코리아 엔터테인먼트,,CJ ENM,2005-08-12,장편,한국,0,545591,공포(호러),15세관람가,일반영화
1185,호로비츠를 위하여,권형진,(주)싸이더스,,(주)쇼박스,2006-05-25,장편,한국,0,544656,드라마,전체관람가,일반영화
1186,청연,윤종찬,코리아픽쳐스(주),,코리아픽쳐스(주),2005-12-29,장편,한국,0,543597,드라마,12세관람가,일반영화
1187,빌리지,M. 나이트 샤말란,터치스톤 픽처스,월트디즈니컴퍼니코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜,2004-09-24,장편,미국,0,542950,공포(호러),12세관람가,일반영화
